Scheme Name,Net Asset Value,
Reliance Fixed Horizon Fund XXIX- Series 13- Dividend Payout Option,12.4821,
Reliance Fixed Horizon Fund XXIX- Series 13- Growth Option,12.482,
Reliance Fixed Horizon Fund XXIX- Series 14- Direct Plan-Dividend Payout Option,12.2988,
Reliance Fixed Horizon Fund XXIX- Series 14- Growth Option,12.2602,
Reliance Fixed Horizon Fund XXIX- Series 14-Direct Plan-Growth Option,12.2989,
Reliance Fixed Horizon Fund XXIX- Series 14-Dividend Payout Option,12.2602,
Reliance Fixed Horizon Fund XXIX- Series 16- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXIX- Series 16- Direct Plan-Growth Option,12.9634,
Reliance Fixed Horizon Fund XXIX- Series 16- Growth Option,12.8052,
Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Growth Option,12.0769,
Reliance Fixed Horizon Fund XXIX- Series 18- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXIX- Series 18- Growth Option,11.9741,
Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Growth Option,12.9527,
Reliance Fixed Horizon Fund XXIX- Series 19- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXIX- Series 19- Growth Option,12.9101,
Reliance Fixed Horizon Fund XXIX- Series 20- Direct Plan-Growth Option,12.9116,
Reliance Fixed Horizon Fund XXIX- Series 20- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXIX- Series 20- Growth Option,12.8375,
Reliance Fixed Horizon Fund XXIX- Series 3- Direct Plan-Dividend Payout Option,13.0151,
Reliance Fixed Horizon Fund XXIX- Series 3- Direct Plan-Growth Option,13.0151,
Reliance Fixed Horizon Fund XXIX- Series 3- Dividend Payout Option,12.8156,
Reliance Fixed Horizon Fund XXIX- Series 3- Growth Option,12.8156,
Reliance Fixed Horizon Fund XXIX- Series 6- Direct Plan - Growth Option,12.532,
Reliance Fixed Horizon Fund XXIX- Series 6- Dividend Payout Option,12.4969,
Reliance Fixed Horizon Fund XXIX- Series 6- Growth Option,12.4969,
Reliance Fixed Horizon Fund XXIX- Series 7- Direct Plan- Growth Option,12.8946,
Reliance Fixed Horizon Fund XXIX- Series 7- Dividend Payout Option,12.6837,
Reliance Fixed Horizon Fund XXIX- Series 7- Growth Option,12.6837,
Reliance Fixed Horizon Fund XXIX- Series 8- Direct Plan-Growth Option,12.4927,
Reliance Fixed Horizon Fund XXIX- Series 8- Dividend Payout Option,12.4582,
Reliance Fixed Horizon Fund XXIX- Series 8- Growth Option,12.4582,
Reliance Fixed Horizon Fund XXIX- Series 9- Direct Plan-Growth Option,12.3826,
Reliance Fixed Horizon Fund XXIX- Series 9- Dividend Payout Option,12.3487,
Reliance Fixed Horizon Fund XXIX- Series 9- Growth Option,12.3487,
Reliance Fixed Horizon Fund XXVI- Series 15- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 15- Direct Plan - Growth Option,12.9118,
Reliance Fixed Horizon Fund XXVI- Series 15- Dividend payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 15- Growth Option,12.8329,
Reliance Fixed Horizon Fund XXVI- Series 20- Direct Plan- Growth Option,12.8141,
Reliance Fixed Horizon Fund XXVI- Series 20- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 20- Growth Option,12.7728,
Reliance Fixed Horizon Fund XXVI- Series 22- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 22- Direct Plan- Growth Option,12.8098,
Reliance Fixed Horizon Fund XXVI- Series 22- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 22- Growth Option,12.7691,
Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Growth Option,12.7991,
Reliance Fixed Horizon Fund- XXVI- Series 24- Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 24- Growth Option,12.7605,
Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Growth Option,13.2179,
Reliance Fixed Horizon Fund XXVI- Series 26- Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 26- Growth Option,12.9998,
Reliance Fixed Horizon Fund XXVI- Series 32- Direct Plan- Growth Option,13.0877,
Reliance Fixed Horizon Fund XXVI- Series 32- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 32- Growth Option,12.8918,
Reliance Fixed Horizon Fund XXVI Series- 33- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Growth Option,12.7717,
Reliance Fixed Horizon Fund XXVI- Series 33- Growth Option,12.7283,
Reliance Fixed Horizon Fund XXVI-  Series 35- Direct Plan- Growth Option,13.1481,
Reliance Fixed Horizon Fund XXVI- Series 35- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 35- Dividend payout option,10,
Reliance Fixed Horizon Fund XXVI- Series 35- Growth Option,12.9773,
Reliance Fixed Horizon Fund XXVII- Series 11- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 11- Direct Plan-Growth Option,12.8157,
Reliance Fixed Horizon Fund XXVII- Series 11- Growth Option,12.7816,
Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Growth Option,13.2003,
Reliance Fixed Horizon Fund XXVII- Series 15- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 15- Growth Option,13.0012,
Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Growth Option,13.2709,
Reliance Fixed Horizon Fund XXVII- Series 3- Dividend Payout option,10,
Reliance Fixed Horizon Fund XXVII- Series 3- Growth Option,13.0896,
Reliance Fixed Horizon Fund XXVII- Series 4- Direct Plan- Growth Option,13.0113,
Reliance Fixed Horizon Fund XXVII- Series 4- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 4- Growth Option,12.971,
Reliance Fixed Horizon Fund XXVII- Series 6- Direct Plan- Growth Option,13.002,
Reliance Fixed Horizon Fund XXVII- Series 6- Growth Option,12.9689,
Reliance Fixed Horizon Fund XXVII- Series 7- Direct Plan- Growth Option,12.9698,
Reliance Fixed Horizon Fund XXVII- Series 7- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 7- Growth Option,12.9309,
Reliance Fixed Horizon Fund XXVII- Series 8- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 8- Direct Plan- Growth Option,12.9193,
Reliance Fixed Horizon Fund XXVII- Series 8- Growth Option,12.884,
Reliance Fixed Horizon Fund XXVII- Series 9- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 9- Direct Plan-Growth option,12.9023,
Reliance Fixed Horizon Fund XXVII- Series 9- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVII- Series 9- Growth option,12.6912,
Reliance Fixed Horizon Fund XXVIII- Series 10- Direct Plan- Growth Option,12.9157,
Reliance Fixed Horizon Fund XXVIII- Series 10- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 10- Growth Option,12.88,
Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Growth Option,13.2676,
Reliance Fixed Horizon Fund XXVIII- Series 14- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 14- Growth Option,13.1105,
Reliance Fixed Horizon Fund XXVIII- Series 18- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 18- Direct Plan-Growth Option,13.2326,
Reliance Fixed Horizon Fund XXVIII- Series 18- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 18- Growth Option,13.029,
Reliance Fixed Horizon Fund XXVIII- Series 19- Direct Plan-Growth Option,12.804,
Reliance Fixed Horizon Fund XXVIII- Series 19- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 19- Growth Option,12.7866,
Reliance Fixed Horizon Fund XXVIII- Series 2- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 2- Direct Plan-Growth Option,13.0748,
Reliance Fixed Horizon Fund XXVIII- Series 2- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 2- Growth Option,12.9427,
Reliance Fixed Horizon Fund XXVIII- Series 4- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 4- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 4- Growth Option,12.621,
Reliance Fixed Horizon Fund XXVIII- Series 4-Direct Plan- Growth Option,12.7352,
Reliance Fixed Horizon Fund XXVIII- Series 7- Direct Plan-Growth Option,12.8023,
Reliance Fixed Horizon Fund XXVIII- Series 7- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVIII- Series 7- Growth Option,12.7443,
Reliance Fixed Horizon Fund XXX- Series 1 - Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 1 -Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 1 -Direct Plan- Growth Option,12.8829,
Reliance Fixed Horizon Fund XXX- Series 1 -Growth Option,12.8307,
Reliance Fixed Horizon Fund XXX- Series 13 -Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 13 -Direct Plan- Growth Option,12.7301,
Reliance Fixed Horizon Fund XXX- Series 13 -Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 13 -Growth Option,12.6495,
Reliance Fixed Horizon Fund XXX- Series 14 - Growth Option,11.9604,
Reliance Fixed Horizon Fund XXX- Series 14 -Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 14 -Direct Plan- Growth Option,12.1186,
Reliance Fixed Horizon Fund XXX- Series 14 -Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 2 - Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 2 - Growth Option,12.829,
Reliance Fixed Horizon Fund XXX- Series 2 -Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 2 -Direct Plan- Growth Option,12.8816,
Reliance Fixed Horizon Fund XXX- Series 4 -Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 4 -Direct Plan- Growth Option,12.8503,
Reliance Fixed Horizon Fund XXX- Series 4 -Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 4 -Growth Option,12.7923,
Reliance Fixed Horizon Fund XXX- Series 10- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 10- Direct Plan-Growth Option,12.8041,
Reliance Fixed Horizon Fund XXX- Series 10- Growth Option,12.7534,
Reliance Fixed Horizon Fund XXX- Series 11- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 11- Direct Plan-Growth Option,12.656,
Reliance Fixed Horizon Fund XXX- Series 11- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 11- Growth Option,12.3234,
Reliance Fixed Horizon Fund XXX- Series 12- Direct Plan-Dividend Payout Option,12.7241,
Reliance Fixed Horizon Fund XXX- Series 12- Direct Plan-Growth Option,12.7571,
Reliance Fixed Horizon Fund XXX- Series 12- Dividend Payout Option,12.6266,
Reliance Fixed Horizon Fund XXX- Series 12- Growth Option,12.6574,
Reliance Fixed Horizon Fund XXX- Series 17- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 17- Direct Plan-Growth Option,12.6742,
Reliance Fixed Horizon Fund XXX- Series 17- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 17- Growth Option,12.5164,
Reliance Fixed Horizon Fund XXX- Series 18- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 18- Direct Plan-Growth Option,12.4432,
Reliance Fixed Horizon Fund XXX- Series 18- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 18- Growth Option,12.2058,
Reliance Fixed Horizon Fund XXX- Series 19- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 19- Direct Plan-Growth Option,12.6621,
Reliance Fixed Horizon Fund XXX- Series 19- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 19- Growth Option,12.6254,
Reliance Fixed Horizon Fund XXX- Series 20- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 20- Direct Plan-Growth Option,13.1824,
Reliance Fixed Horizon Fund XXX- Series 20- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 20- Growth Option,12.9663,
Reliance Fixed Horizon Fund XXX-Series 3- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX-Series 3- Direct Plan-Growth Option,13.5631,
Reliance Fixed Horizon Fund XXX-Series 3- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX-Series 3- Growth Option,13.3375,
Reliance Fixed Horizon Fund XXX- Series 5- Direct Plan- Growth Option,12.8444,
Reliance Fixed Horizon Fund XXX- Series 5- Direct Plan-Dividend Payout Option,12.7275,
Reliance Fixed Horizon Fund XXX- Series 5- Dividend Payout Option,12.6868,
Reliance Fixed Horizon Fund XXX- Series 5- Growth Option,12.7994,
Reliance Fixed Horizon Fund XXX- Series 6- Direct Plan-Dividend Payout Option,12.7438,
Reliance Fixed Horizon Fund XXX- Series 6- Direct Plan-Growth Option,12.8305,
Reliance Fixed Horizon Fund XXX- Series 6- Growth Option,12.7801,
Reliance Fixed Horizon Fund XXX- Series 7- Direct Plan-Growth Option,12.8299,
Reliance Fixed Horizon Fund XXX- Series 7- Growth Option,12.7787,
Reliance Fixed Horizon Fund XXX- Series 8- Direct Plan- Dividen Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 8- Direct Plan- Growth Option,12.6914,
Reliance Fixed Horizon Fund XXX- Series 8- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 8- Growth Option,12.4638,
Reliance Fixed Horizon Fund XXX- Series 9- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 9- Direct Plan-Growth Option,10.2129,
Reliance Fixed Horizon Fund XXX- Series 9- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXX- Series 9- Growth Option,10.2082,
Reliance Fixed Horizon Fund XXXI Series 2 - Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI Series 2 - Direct Plan - Growth Option,13.1105,
Reliance Fixed Horizon Fund XXXI Series 2 - Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI Series 2 - Growth Option,12.913,
Reliance Fixed Horizon Fund XXXI- Series 1- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 1- Direct Plan-Growth Option,12.6459,
Reliance Fixed Horizon Fund XXXI- Series 1- Growth Option,12.469,
Reliance Fixed Horizon Fund XXXI- Series 11- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 11- Direct Plan-Growth Option,11.8264,
Reliance Fixed Horizon Fund XXXI- Series 11- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 11- Growth Option,11.7298,
Reliance Fixed Horizon Fund XXXI- Series 4- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 4- Direct Plan-Growth Option,13.1174,
Reliance Fixed Horizon Fund XXXI- Series 4- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 4- Growth Option,12.9172,
Reliance Fixed Horizon Fund XXXI- Series 5- Direct Plan-Growth Option,12.5318,
Reliance Fixed Horizon Fund XXXI- Series 5- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 5- Growth Option,12.3949,
Reliance Fixed Horizon Fund XXXI- Series 6- Direct Plan-Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 6- Direct Plan-Growth Option,11.977,
Reliance Fixed Horizon Fund XXXI- Series 6- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXI- Series 6- Growth Option,11.7886,
Reliance Fixed Horizon Fund XXXI- Series 7- Direct Plan - Dividend Payout Option,12.4897,
Reliance Fixed Horizon Fund XXXI- Series 7- Direct Plan-Growth Option,12.4897,
Reliance Fixed Horizon Fund XXXI- Series 7- Dividend Payout Option,12.284,
Reliance Fixed Horizon Fund XXXI- Series 7- Growth Option,12.284,
Reliance Fixed Horizon Fund XXXIX Series 10- Direct Plan- Growth Option,10.3624,
Reliance Fixed Horizon Fund XXXIX- Series 10- Direct Plan- Dividend Option,10,
Reliance Fixed Horizon Fund XXXIX- Series 10- Dividend Option,10,
Reliance Fixed Horizon Fund XXXIX- Series 10- Growth Option,10.3529,
Reliance Fixed Horizon Fund XXXIX- Series 3 - Direct Plan- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXIX- Series 3- Direct Plan- Growth Option,10.4112,
Reliance Fixed Horizon Fund XXXIX- Series 3- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXIX- Series 3- Growth Option,10.3996,
Reliance Fixed Horizon Fund XXXIX- Series 7- Direct Plan- Dividend Option,10,
Reliance Fixed Horizon Fund XXXIX- Series 7- Direct Plan- Growth Option,10.3934,
Reliance Fixed Horizon Fund XXXIX- Series 7- Growth Option,10.3816,
Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Dividend Payout Option,10.0773,
Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Growth Option,10.2734,
Reliance Fixed Horizon Fund XXXVI- Series 4- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXVI- Series 4- Growth Option,10.2664,
Reliance Fixed Horizon Fund XXXVII- Series 11- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXVII- Series 11- Direct Plan- Growth Option,10.6506,
Reliance Fixed Horizon Fund XXXVII- Series 11- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXVII- Series 11- Growth Option,10.632,
Reliance Fixed Horizon Fund XXXVII- Series 13- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXVII- Series 13- Direct Plan- Growth Option,10.398,
Reliance Fixed Horizon Fund XXXVII- Series 13- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXXVII- Series 13- Growth Option,10.387,
Reliance Fixed Horizon Fund XXXVII- Series 7- Direct Plan- Dividend Payout Option,10.1118,
Reliance Fixed Horizon Fund XXXVII- Series 7- Direct Plan- Growth Option,10.1118,
Reliance Fixed Horizon Fund XXXVII- Series 7- Dividend Payout Option,10.1097,
Reliance Fixed Horizon Fund XXXVII- Series 7- Growth Option,10.1097,
Reliance Fixed Horizon Fund XXXVII- Series 8- Direct Plan- Dividend Payout Option,10.0974,
Reliance Fixed Horizon Fund XXXVII- Series 8- Direct Plan- Growth Option,10.0974,
Reliance Fixed Horizon Fund XXXVII- Series 8- Dividend Payout Option,10.0952,
Reliance Fixed Horizon Fund XXXVII- Series 8- Growth Option,10.0952,
Reliance Fixed Horizon Fund XXXVIII- Series 13 - Direct Plan- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 13- Direct Plan- Growth Option,10.4354,
Reliance Fixed Horizon Fund XXXVIII- Series 13- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 13- Growth Option,10.4232,
Reliance Fixed Horizon Fund XXXVIII- Series 15 - Direct Plan- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 15- Direct Plan- Growth Option,10.1998,
Reliance Fixed Horizon Fund XXXVIII- Series 15- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 15- Growth Option,10.1944,
Reliance Fixed Horizon Fund XXXVIII- Series 4- Direct Plan- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 4- Direct Plan- Growth Option,10.3471,
Reliance Fixed Horizon Fund XXXVIII- Series 4- Growth Option,10.3375,
Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Growth Option,10.5051,
Reliance Fixed Horizon Fund XXXVIII- Series 8- Dividend Plan,10,
Reliance Fixed Horizon Fund XXXVIII- Series 8- Growth Option,10.4918,
Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 12- Direct Plan - Growth Option,12.8106,
Reliance Fixed Horizon Fund- XXVI- Series 12- Dividend payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 12- Growth Option,12.7518,
Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 13- Direct Plan - Growth Option,12.8003,
Reliance Fixed Horizon Fund- XXVI- Series 13- Dividend payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 13- Growth Option,12.7439,
Reliance Fixed Horizon Fund- XXVI- Series 16- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 16- Direct Plan - Growth Option,13.3054,
Reliance Fixed Horizon Fund- XXVI- Series 16- Dividend payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 16- Growth Option,13.0883,
Reliance Fixed Horizon Fund- XXVI- Series 19- Direct Plan- Growth Option,12.8424,
Reliance Fixed Horizon Fund- XXVI- Series 19- Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 19- Growth Option,12.8033,
Reliance Fixed Horizon Fund- XXVI- Series 21- Direct Plan- Growth Option,13.1451,
Reliance Fixed Horizon Fund- XXVI- Series 21- Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 21- Growth Option,13.0905,
Reliance Fixed Horizon Fund XXVI- Series 23- Direct Plan- Growth Option,14.4627,
Reliance Fixed Horizon Fund- XXVI- Series 23- Direct Plan- Dividend Payout Option,11.8942,
Reliance Fixed Horizon Fund- XXVI- Series 23- Dividend Payout Opiton,11.7686,
Reliance Fixed Horizon Fund- XXVI- Series 23- Growth Option,14.1739,
Reliance Fixed Horizon Fund XXVI- Series 25- Direct Plan- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 25- Direct Plan- Growth Option,12.9394,
Reliance Fixed Horizon Fund XXVI- Series 25- Dividend Payout Option,10,
Reliance Fixed Horizon Fund XXVI- Series 25- Growth Option,12.8986,
Reliance Fixed Horizon Fund - XXVI- Series 5- Direct Plan - Growth Option,10.9566,
Reliance Fixed Horizon Fund - XXVI- Series 5- Dividend payout Option,10,
Reliance Fixed Horizon Fund - XXVI- Series 5- Growth Option,10.9078,
Reliance Fixed Horizon Fund- XXVI- Series 6-  Growth Option,13.9461,
Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 6- Direct Plan - Growth Option,13.9835,
Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 7- Direct Plan - Growth Option,12.8447,
Reliance Fixed Horizon Fund- XXVI- Series 7- Dividend payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 7- Growth Option,12.8084,
Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Dividend Payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 8- Direct Plan - Growth Option,10.9364,
Reliance Fixed Horizon Fund- XXVI- Series 8- Dividend payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 8- Growth Option,10.9233,
Reliance Fixed Horizon Fund- XXVI- Series 9- Direct Plan - Growth Option,13.9199,
Reliance Fixed Horizon Fund- XXVI- Series 9- Dividend payout Option,10,
Reliance Fixed Horizon Fund- XXVI- Series 9- Growth Option,13.8508,
Reliance Fixed Horizon Fund-XXVI-Series 28-Direct Plan-Growth Option,12.8984,
Reliance Fixed Horizon Fund-XXVI-Series 28-Dividend Payout Option,10,
Reliance Fixed Horizon Fund-XXVI-Series 28-Growth Option,12.8386,
Reliance Interval Fund III- Series 1- Direct Plan- Growth Option,12.5606,
Reliance Interval Fund III- Series 1- Growth Option,12.5254,
Reliance Yearly Interval Fund - Series 3 - Direct Plan - Growth Plan - Growth Option,14.1912,
Reliance Yearly Interval Fund - Series 3 - Dividend Plan - Dividend Option,10.0003,
Reliance Yearly Interval Fund - Series 3 - Growth Plan - Growth Option,14.145,
Reliance Yearly Interval Fund - Series 6 - Direct Plan - Dividend Option,10,
Reliance Yearly Interval Fund - Series 6 - Direct Plan - Growth Option,13.8881,
Reliance Yearly Interval Fund - Series 6 - Dividend Option,10.765,
Reliance Yearly Interval Fund - Series 6 - Growth Option,13.838,
Reliance Yearly Interval Fund - Series 7 - Direct Plan - Dividend Option,10.0004,
Reliance Yearly Interval Fund - Series 7 - Direct Plan - Growth Option,13.9099,
Reliance Yearly Interval Fund - Series 7- Dividend Option,10.0004,
Reliance Yearly Interval Fund - Series 7- Growth Option,13.858,
Reliance Yearly Interval Fund - Series 4 - Direct Plan - Dividend Plan - Dividend Option,10,
Reliance Yearly Interval Fund - Series 4 - Direct Plan - Growth Plan - Growth Option,14.0084,
Reliance Yearly Interval Fund - Series 4 - Dividend Plan - Dividend Option,10,
Reliance Yearly Interval Fund - Series 4- Growth Plan - Growth Option,13.9529,
,,
SBI Mutual Fund,,
,,
SBI Capital Protection Oriented Fund - Series A (Plan 1) - Direct Plan - Growth,12.9818,
SBI Capital Protection Oriented Fund - Series A (Plan 1) - Regular Plan - Growth,12.7641,
SBI Capital Protection Oriented Fund - Series A (Plan 2) - Direct Plan - Growth,12.9659,
SBI Capital Protection Oriented Fund - Series A (Plan 2) - Regular Plan - Growth,12.7096,
SBI Capital Protection Oriented Fund - Series A (Plan 3) - Direct Plan - Growth,13.4606,
SBI Capital Protection Oriented Fund - Series A (Plan 3) - Regular Plan - Growth,13.189,
SBI Capital Protection Oriented Fund - Series A (Plan 4) - Direct Plan - Growth,13.4288,
SBI Capital Protection Oriented Fund - Series A (Plan 4) - Regular Plan - Growth,13.166,
SBI Capital Protection Oriented Fund - Series A (Plan 5) - Direct Plan - Growth,13.2249,
SBI Capital Protection Oriented Fund - Series A (Plan 5) - Regular Plan - Growth,12.9642,
SBI Capital Protection Oriented Fund - Series A (Plan 6) - Direct Plan - Growth,13.0515,
SBI Capital Protection Oriented Fund - Series A (Plan 6) - Regular Plan - Growth,12.7914,
SBI Capital Protection Oriented Fund - Series A (Plan 7) - Direct Plan - Growth,12.5792,
SBI Capital Protection Oriented Fund - Series A (Plan 7) - Regular Plan - Growth,12.3144,
SBI Capital Protection Oriented Fund - Series A (Plan 8) - Direct Plan - Growth,12.8277,
SBI Capital Protection Oriented Fund - Series A (Plan 8) - Regular Plan - Growth,12.5637,
SBI Debt Fund Series - C - 23 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.6537,
SBI Debt Fund Series - C - 23 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),12.5235,
